boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same
81067507712,24641567367,11935759137,770048908,11935759322,11538926381,396832756,11551724976,384034161,11538926381,11538926381,0,396819953,12798577,384021376,12803,18,12785,11538926381,0,384585354,372181327,12088367,11698559,146232,141490,744469618,25579290,745296171,24752737,744469618,744469618,0,25578512,826552,24751960,778,1,777,744469618,0,24820996,24018984,753212,728811,4304,4165
81335943168,24723161952,11975281641,772598738,11975281573,11577132336,398149305,11589973349,385308292,11577132336,11577132336,0,398136460,12840995,385295465,12845,18,12827,11577132336,0,385860734,373415601,12128878,11737777,146848,142087,746934737,25664001,747764019,24834719,746934737,746934737,0,25663221,829281,24833940,780,1,779,746934737,0,24903067,24098403,755823,731345,4331,4192
81604378624,24804756567,12014804036,775148617,12014803914,11615339488,399464548,11628222827,386581209,11615339488,11615339488,0,399451651,12883321,386568330,12897,18,12879,11615339488,0,387134773,374648672,12169434,11776996,147444,142662,749400121,25748496,750232106,24916511,749400121,749400121,0,25747714,831984,24915730,782,1,781,749400121,0,24985018,24177728,758343,733789,4353,4213
81872814080,24886351208,12054326334,777698417,12054326457,11653545799,400780535,11666471626,387854708,11653545799,11653545799,0,400767594,12925809,387841785,12941,18,12923,11653545799,0,388408810,375881499,12210675,11816983,148109,143303,751864921,25833496,752699636,24998781,751864921,751864921,0,25832712,834714,24997998,784,1,783,751864921,0,25067461,24257527,760885,736246,4366,4225
82141249536,24967945800,12093848700,780248264,12093848836,11691752640,402096060,11704721094,389127606,11691752640,11691752640,0,402083081,12968436,389114645,12979,18,12961,11691752640,0,389683203,377114634,12251097,11856062,148781,143949,754329594,25918670,755167075,25081189,754329594,754329594,0,25917883,837480,25080403,787,1,786,754329594,0,25150009,24337391,763495,738774,4379,4238
82409684992,25049540440,12133371094,782798114,12133371232,11729960477,403410617,11742971198,390399896,11729960477,11729960477,0,403397592,13010703,390386889,13025,18,13007,11729960477,0,390956507,378346991,12291642,11895315,149443,144583,756793917,26004197,757634258,25163856,756793917,756793917,0,26003405,840340,25163065,792,1,791,756793917,0,25232968,24417578,766026,741219,4411,4268
82678120448,25131135134,12172893651,785347908,12172893575,11768168752,404724899,11781221420,391672231,11768168752,11768168752,0,404711834,13052650,391659184,13065,18,13047,11768168752,0,392229128,379579053,12332592,11934905,150114,145226,759258892,26089016,760102017,25245891,759258892,759258892,0,26088220,843124,25245096,796,1,795,759258892,0,25315042,24496951,768741,743851,4437,4294
82946555904,25212729684,12212415967,787897747,12212415970,11806377265,406038702,11819472577,392943390,11806377265,11806377265,0,406025604,13095294,392930310,13098,18,13080,11806377265,0,393501346,380809957,12373461,11974464,150797,145889,761723716,26174031,762569543,25328204,761723716,761723716,0,26173233,845826,25327407,798,1,797,761723716,0,25397431,24576705,771333,746379,4469,4323
83214991360,25294324341,12251938315,790447600,12251938426,11844586287,407352028,11857724022,394214293,11844586287,11844586287,0,407338896,13137717,394201179,13132,18,13114,11844586287,0,394773306,382040767,12414123,12013867,151467,146545,764188728,26258872,765037248,25410352,764188728,764188728,0,26258073,848519,25409554,799,1,798,764188728,0,25479664,24656329,773913,748876,4496,4349
83483426816,25375918860,12291460734,792997412,12291460714,11882791550,408669184,11895971371,395489363,11882791550,11882791550,0,408656019,13179803,395476216,13165,18,13147,11882791550,0,396048860,383275555,12455003,12053449,152156,147212,766653901,26343511,767505101,25492311,766653901,766653901,0,26342710,851199,25491511,801,1,800,766653901,0,25561618,24735687,776578,751457,4514,4367
83751862272,25457513528,12330983216,795547242,12330983070,11920997413,409985803,11934219526,396763690,11920997413,11920997413,0,409972604,13222095,396750509,13199,18,13181,11920997413,0,397323746,384509466,12496019,12093173,152839,147870,769118979,26428263,769972927,25574315,769118979,769118979,0,26427458,853947,25573511,805,1,804,769118979,0,25643775,24815186,779154,753944,4529,4381
84020297728,25539108129,12370505554,798097096,12370505479,11959204140,411301414,11972468539,398037015,11959204140,11959204140,0,411288168,13264381,398023787,13246,18,13228,11959204140,0,398597731,385742521,12536935,12132749,153502,148517,771584310,26512786,772440933,25656163,771584310,771584310,0,26511979,856622,25655357,807,1,806,771584310,0,25725624,24894448,781794,756497,4561,4412
84288733184,25620702706,12410027941,800646924,12410027841,11997412061,412615880,12010718858,399309083,11997412061,11997412061,0,412602589,13306779,399295810,13291,18,13273,11997412061,0,399870716,386974516,12577728,12172148,154145,149146,774049251,26597673,774908607,25738317,774049251,774049251,0,26596865,859355,25737510,808,1,807,774049251,0,25807822,24973978,784449,759089,4594,4443
84557168640,25702297466,12449550428,803196767,12449550271,12035618956,413931472,12048968266,400582162,12035618956,12035618956,0,413918143,13349292,400568851,13329,18,13311,12035618956,0,401144613,388207250,12618725,12211820,154805,149781,776514520,26682247,777376593,25820174,776514520,776514520,0,26681436,862072,25819364,811,1,810,776514520,0,25889834,25053361,786991,761543,4611,4460
84825604096,25783891920,12489072698,805746605,12489072617,12073827580,415245118,12087219171,401853527,12073827580,12073827580,0,415231745,13391573,401840172,13373,18,13355,12073827580,0,402416743,389438558,12659531,12251196,155471,150418,778979560,26767045,779844342,25902263,778979560,778979560,0,26766230,864781,25901449,815,1,814,778979560,0,25972014,25132908,789581,764057,4635,4484
85094039552,25865486592,12528595104,808296456,12528595032,12112034417,416560687,12125468631,403126473,12112034417,12112034417,0,416547280,13434196,403113084,13407,18,13389,12112034417,0,403690929,390671445,12700201,12290561,156150,151078,781444762,26851694,782312241,25984215,781444762,781444762,0,26850877,867478,25983399,817,1,816,781444762,0,26054102,25212372,792116,766519,4659,4508
85362475008,25947081185,12568117479,810846275,12568117431,12150240415,417877064,12163717130,404400349,12150240415,12150240415,0,417863620,13476697,404386923,13444,18,13426,12150240415,0,404965533,391904895,12741296,12330320,156791,151708,783909252,26937023,784779579,26066696,783909252,783909252,0,26936204,870326,26065878,819,1,818,783909252,0,26136867,25292379,794650,768963,4687,4536
85630910464,26028675779,12607639907,813396096,12607639776,12188449252,419190655,12201968554,405671353,12188449252,12188449252,0,419177177,13519284,405657893,13478,18,13460,12188449252,0,406237475,393135644,12782207,12369863,157495,152386,786373996,27022100,787247052,26149044,786373996,786373996,0,27021277,873055,26148222,823,1,822,786373996,0,26219284,25372162,797283,771501,4710,4559
85899345920,26110270246,12647162322,815945916,12647162008,12226654870,420507452,12240216954,406945368,12226654870,12226654870,0,420493928,13562066,406931862,13524,18,13506,12226654870,0,407512907,394369620,12822860,12409204,158161,153038,788838837,27107079,789714690,26231226,788838837,788838837,0,27106253,875852,26230401,826,1,825,788838837,0,26301597,25451769,799931,774058,4725,4574
86167781376,26191864962,12686684708,818495757,12686684497,12264863002,421821706,12278467865,408216843,12264863002,12264863002,0,421808151,13604845,408203306,13555,18,13537,12264863002,0,408785882,395601146,12863443,12448480,158826,153680,791303152,27192605,792181776,26313981,791303152,791303152,0,27191775,878623,26313152,830,1,829,791303152,0,26384503,25532006,802519,776544,4753,4602
86436216832,26273459580,12726207071,821045578,12726206931,12303066957,423140114,12316714327,409492744,12303066957,12303066957,0,423126522,13647352,409479170,13592,18,13574,12303066957,0,410062890,396836979,12904147,12487871,159485,154320,793768538,27277040,794649860,26395718,793768538,793768538,0,27276205,881321,26394884,835,1,834,793768538,0,26466280,25611174,805149,779086,4776,4624
86704652288,26355054120,12765729281,823595405,12765729434,12341273901,424455380,12354964141,410765140,12341273901,12341273901,0,424441727,13690222,410751505,13653,18,13635,12341273901,0,411336535,398069185,12945034,12527342,160158,154978,796233899,27361506,797117901,26477504,796233899,796233899,0,27360667,884001,26476666,839,1,838,796233899,0,26548141,25690440,807721,781574,4805,4652
86973087744,26436648655,12805251633,826145214,12805251808,12379481802,425769831,12393214583,412037050,12379481802,12379481802,0,425756122,13732763,412023359,13709,18,13691,12379481802,0,412609445,399300871,12985866,12566882,160811,155606,798699143,27446071,799585814,26559400,798699143,798699143,0,27445229,886670,26558559,842,1,841,798699143,0,26630054,25769768,810337,784107,4838,4684
87241523200,26518243281,12844773998,828695086,12844774197,12417691805,427082193,12431467011,413306987,12417691805,12417691805,0,427068452,13775188,413293264,13741,18,13723,12417691805,0,413880480,400530831,13026497,12606185,161475,156248,801164008,27531078,802053524,26641562,801164008,801164008,0,27530234,889515,26640719,844,1,843,801164008,0,26712377,25849342,812994,786670,4863,4707
87509958656,26599837960,12884296301,831244940,12884296719,12455899537,428396764,12469717159,414579142,12455899537,12455899537,0,428382971,13817604,414565367,13793,18,13775,12455899537,0,415153371,401762642,13067440,12645814,162160,156911,803628633,27616307,804520970,26723970,803628633,803628633,0,27615458,892336,26723122,849,1,848,803628633,0,26794944,25929186,815627,789206,4887,4730
87778394112,26681432500,12923818783,833794743,12923818974,12494108213,429710570,12507968430,415850353,12494108213,12494108213,0,429696734,13860199,415836535,13836,18,13818,12494108213,0,416425632,402993715,13108267,12685253,162835,157567,806093914,27700829,806988968,26805775,806093914,806093914,0,27699976,895053,26804923,853,1,852,806093914,0,26876820,26008429,818242,791738,4914,4756
88046829568,26763027129,12963341224,836344539,12963341366,12532317866,431023358,12546220308,417120916,12532317866,12532317866,0,431009488,13902424,417107064,13870,18,13852,12532317866,0,417696908,404224081,13149062,12724758,163518,158225,808559200,27785339,809456996,26887543,808559200,808559200,0,27784484,897795,26886689,855,1,854,808559200,0,26958590,26087543,820955,794365,4939,4781
88315265024,26844621681,13002863596,838894382,13002863703,12570526400,432337196,12584470709,418392887,12570526400,12570526400,0,432323289,13944291,418378998,13907,18,13889,12570526400,0,418969142,405455812,13189978,12764333,164169,158853,811023799,27870583,811924381,26970001,811023799,811023799,0,27869726,900581,26969145,857,1,856,811023799,0,27041158,26167405,823598,796928,4970,4812
88583700480,26926216296,13042385908,841444216,13042386172,12608734417,433651491,12622721140,419664768,12608734417,12608734417,0,433637544,13986705,419650839,13947,18,13929,12608734417,0,420242116,406687685,13230618,12803677,164810,159477,813488659,27955557,814391949,27052267,813488659,813488659,0,27954699,903289,27051410,858,1,857,813488659,0,27123481,26247102,826213,799462,5005,4846
88852135936,27007810865,13081908389,843994046,13081908430,12646942171,434966218,12660970848,420937541,12646942171,12646942171,0,434952234,14028659,420923575,13984,18,13966,12646942171,0,421515623,407920528,13271126,12842913,165485,160134,815953748,28040298,816859826,27134220,815953748,815953748,0,28039439,906077,27133362,859,1,858,815953748,0,27205620,26326530,828784,801956,5035,4876
89120571392,27089405469,13121430661,846543873,13121430935,12685149058,436281603,12699219882,422210779,12685149058,12685149058,0,436267582,14070806,422196776,14021,18,14003,12685149058,0,422789287,409153380,13312152,12882621,166143,160775,818419143,28124730,819327948,27215925,818419143,818419143,0,28123870,908804,27215066,860,1,859,818419143,0,27287415,26405695,831399,804474,5056,4897
89389006848,27171000071,13160953079,849093713,13160953279,12723356053,437597026,12737469533,423483546,12723356053,12723356053,0,437582961,14113462,423469499,14065,18,14047,12723356053,0,424063316,410386122,13352846,12921964,166799,161413,820883846,28209867,821795320,27298393,820883846,820883846,0,28209007,911473,27297534,860,1,859,820883846,0,27369943,26485628,833984,806986,5080,4920
89657442304,27252594573,13200475445,851643537,13200475591,12761563521,438911924,12775719144,424756301,12761563521,12761563521,0,438897820,14155605,424742215,14104,18,14086,12761563521,0,425336977,411618953,13393432,12961251,167411,162011,823348210,28295327,824262409,27381128,823348210,823348210,0,28294466,914198,27380268,861,1,860,823348210,0,27452799,26565837,836553,809477,5114,4954
89925877760,27334189287,13239997844,854193378,13239998065,12799772341,440225503,12813970366,426027478,12799772341,12799772341,0,440211351,14198007,426013344,14152,18,14134,12799772341,0,426608614,412849560,13434601,13001074,168136,162710,825813122,28380256,826730109,27463269,825813122,825813122,0,28379392,916986,27462406,864,1,863,825813122,0,27535118,26645456,839139,811975,5135,4975
90194313216,27415783867,13279520176,856743230,13279520461,12837979289,441540887,12852219830,427300346,12837979289,12837979289,0,441526688,14240523,427286165,14199,18,14181,12837979289,0,427882613,414082369,13475225,13040394,168850,163402,828278229,28465001,829197875,27545355,828278229,828278229,0,28464137,919645,27544492,864,1,863,828278229,0,27617279,26725038,841697,814455,5161,4999
90462748672,27497378517,13319042562,859293048,13319042907,12876187733,442854829,12890471140,428571422,12876187733,12876187733,0,442840607,14283389,428557218,14222,18,14204,12876187733,0,429155125,415313421,13515931,13079716,169551,164081,830743177,28549871,831665534,27627514,830743177,830743177,0,28549005,922356,27626649,866,1,865,830743177,0,27699584,26804711,844232,816913,5189,5025
90731184128,27578973061,13358564950,861842910,13358565201,12914393461,444171489,12928719422,429845528,12914393461,12914393461,0,444157220,14325943,429831277,14269,18,14251,12914393461,0,430430088,416547151,13556919,13119398,170213,164728,833208397,28634513,834133469,27709441,833208397,833208397,0,28633647,925071,27708576,866,1,865,833208397,0,27781656,26884149,846773,819376,5218,5051
90999619584,27660567701,13398087306,864392774,13398087621,12952601815,445485491,12966970232,431117074,12952601815,12952601815,0,445471171,14368399,431102772,14320,18,14302,12952601815,0,431702679,417778672,13597588,13158705,170904,165395,835673327,28719447,836601083,27791691,835673327,835673327,0,28718577,927755,27790822,870,1,869,835673327,0,27863982,26963876,849352,821870,5243,5076
91268055040,27742162167,13437609711,866942593,13437609863,12990808369,446801342,13005219096,432390615,12990808369,12990808369,0,446786992,14410709,432376283,14350,18,14332,12990808369,0,432977241,419012268,13638179,13197973,171572,166042,838138499,28804094,839068962,27873631,838138499,838138499,0,28803222,930462,27872760,872,1,871,838138499,0,27946020,27043303,851938,824360,5264,5097
91536490496,27823756860,13477132147,869492416,13477132297,13029014736,448117411,13043468213,433663934,13029014736,13029014736,0,448103018,14453459,433649559,14393,18,14375,13029014736,0,434251924,420245599,13678839,13237259,172255,166701,840604021,28888395,841537165,27955251,840604021,840604021,0,28887518,933143,27954375,877,1,876,840604021,0,28027623,27122315,854605,826938,5290,5122
91804925952,27905351434,13516654555,872042218,13516654661,13067222164,449432391,13081717910,434936645,13067222164,13067222164,0,449417955,14495728,434922227,14436,18,14418,13067222164,0,435525466,421478169,13719544,13276688,172945,167370,843069678,28972540,844005538,28036680,843069678,843069678,0,28971659,935859,28035800,881,1,880,843069678,0,28109063,27201122,857285,829535,5311,5143
92073361408,27986946089,13556176949,874592038,13556177102,13105430078,450746871,13119968179,436208770,13105430078,13105430078,0,450732391,14538083,436194308,14480,18,14462,13105430078,0,436798122,422709755,13760638,13316521,173631,168032,845534794,29057244,846473316,28118722,845534794,845534794,0,29056362,938521,28117841,882,1,881,845534794,0,28191283,27280746,859751,831935,5328,5160
92341796864,28068540628,13595699236,877141838,13595699554,13143639765,452059471,13158220127,437479109,13143639765,13143639765,0,452044951,14580344,437464607,14520,18,14502,13143639765,0,438069471,423940172,13801200,13355777,174280,168658,848000060,29141778,848941324,28200514,848000060,848000060,0,29140891,941263,28199628,887,1,886,848000060,0,28273200,27360001,862333,834440,5358,5187
92610232320,28150135326,13635221571,879691662,13635222093,13181846670,453374901,13196469490,438752081,13181846670,13181846670,0,453360345,14622802,438737543,14556,18,14538,13181846670,0,439343261,425172822,13842111,13395387,174973,169334,850465292,29226370,851409364,28282298,850465292,850465292,0,29225481,944071,28281410,889,1,888,850465292,0,28355178,27439262,864919,836937,5384,5211
92878667776,28231729807,13674743924,882241511,13674744372,13220053494,454690430,13234718870,440025054,13220053494,13220053494,0,454675826,14665358,440010468,14604,18,14586,13220053494,0,440617251,426405590,13882950,13434923,175625,169955,852930216,29311295,853877025,28364486,852930216,852930216,0,29310402,946808,28363594,893,1,892,852930216,0,28437439,27518862,867556,839499,5407,5233
93147103232,28313324488,13714266473,884791335,13714266680,13258262337,456004136,13272969619,441296854,13258262337,13258262337,0,455989498,14707264,441282234,14638,18,14620,13258262337,0,441889358,427637145,13923862,13474501,176278,170588,855394931,29396404,856344506,28446829,855394931,855394931,0,29395509,949574,28445935,895,1,894,855394931,0,28519912,27598659,870170,842024,5427,5252
93415538688,28394919074,13753788831,887341218,13753789025,13296469685,457319146,13311219441,442569390,13296469685,13296469685,0,457304457,14749738,442554719,14689,18,14671,13296469685,0,443162886,428869557,13964567,13513869,177004,171293,857859632,29481586,858811920,28529298,857859632,857859632,0,29480689,952287,28528402,897,1,896,857859632,0,28602392,27678510,872843,844614,5454,5278
93683974144,28476513590,13793311103,889891061,13793311426,13334676800,458634303,13349468990,443842113,13334676800,13334676800,0,458619576,14792172,443827404,14727,18,14709,13334676800,0,444436362,430101970,14005567,13553523,177647,171911,860323690,29567371,861278725,28612336,860323690,860323690,0,29566472,955034,28611438,899,1,898,860323690,0,28685578,27759029,875404,847097,5490,5312
93952409600,28558108142,13832833476,892440871,13832833795,13372886136,459947340,13387720474,445113002,13372886136,13372886136,0,459932568,14834320,445098248,14772,18,14754,13372886136,0,445708158,431332951,14046049,13592698,178361,172599,862788776,29652095,863746527,28694344,862788776,862788776,0,29651192,957750,28693442,903,1,902,862788776,0,28767741,27838566,877945,849548,5506,5328
94220845056,28639702757,13872355975,894990689,13872356093,13411092430,461263545,13425969175,446386800,13411092430,13411092430,0,461248729,14876727,446372002,14816,18,14798,13411092430,0,446982479,432566210,14087225,13632551,179025,173241,865253569,29737120,866214051,28776638,865253569,865253569,0,29736213,960481,28775732,907,1,906,865253569,0,28850145,27918313,880538,852067,5530,5352
94489280512,28721297390,13911878320,897540495,13911878575,13449301132,462577188,13464220325,447657995,13449301132,13449301132,0,462562318,14919175,447643143,14870,18,14852,13449301132,0,448254630,433797297,14127949,13671924,179739,173922,867718861,29821634,868682149,28858346,867718861,867718861,0,29820722,963287,28857435,912,1,911,867718861,0,28931988,27997423,883181,854637,5553,5375
