boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
71403831296,21704161939,10076932336,1550297198,10076932405,9242912616,834019720,9307044687,769887649,9242912616,9242912616,0,833640032,64129871,769510161,379687,2200,377487,1,0,1,9242912616,0,769999338,710762867,59220427,54666858,4289915,3960100,130228,120220,124,116,1422063285,128233913,1431923902,118373296,1422063285,1422063285,0,128176056,9860255,118315801,57857,362,57495,1422063285,0,118455522,109342423,9095390,8396417,614319,566971,10825,9990
71672266752,21785756538,10114815519,1556125404,10114815615,9277657702,837157817,9342030424,772785095,9277657702,9277657702,0,836776628,64370514,772406114,381188,2208,378980,1,0,1,9277657702,0,772895354,713436738,59443554,54872808,4306726,3975640,130866,120809,128,119,1427409569,128715835,1437307358,118818046,1427409569,1427409569,0,128657751,9897427,118760324,58084,362,57722,1427409569,0,118900320,109752863,9129687,8428106,616854,569305,10890,10050
71940702208,21867351110,10152698715,1561953591,10152698804,9312403662,840295053,9377017858,775680857,9312403662,9312403662,0,839912438,64611981,775300457,382614,2215,380399,1,0,1,9312403662,0,775791353,716109673,59666052,55078221,4323352,3990989,131551,121453,130,121,1432753827,129199764,1442688987,119264604,1432753827,1432753827,0,129141452,9934797,119206655,58312,363,57949,1432753827,0,119347270,110165196,9163850,8459713,619372,571630,10960,10116
72209137664,21948945597,10190581876,1567781782,10190581939,9347148393,843433483,9412004254,778577622,9347148393,9347148393,0,843049478,64853636,778195842,384004,2225,381779,1,0,1,9347148393,0,778688467,718783694,59888461,55283471,4340164,4006456,132253,122098,133,123,1438099174,129682608,1448071942,119709840,1438099174,1438099174,0,129624063,9972402,119651661,58545,366,58179,1438099174,0,119792842,110576074,9198289,8491452,621908,573962,11024,10173
72477573120,22030540298,10228465201,1573609942,10228465155,9381891381,846573820,9446988848,781476353,9381891381,9381891381,0,846188356,65095233,781093123,385463,2234,383229,1,0,1,9381891381,0,781585508,721457945,60112979,55490491,4356838,4021859,132898,122705,133,123,1443444445,130165497,1453454372,120155570,1443444445,1443444445,0,130106715,10009559,120097156,58782,368,58414,1443444445,0,120239011,110987869,9232245,8522839,624360,576205,11099,10243
72746008576,22112134882,10266348355,1579438156,10266348371,9416635458,849712897,9481974627,784373728,9416635458,9416635458,0,849326053,65336925,783989128,386843,2244,384599,1,0,1,9416635458,0,784482371,724131769,60336595,55696780,4373410,4037166,133543,123289,134,124,1448790459,130647697,1458837408,120600748,1448790459,1448790459,0,130588702,10046579,120542123,58995,370,58625,1448790459,0,120684540,111399269,9266135,8554028,626859,578521,11168,10305
73014444032,22193729481,10304231604,1585266358,10304231519,9451384324,852847280,9516964621,787266983,9451384324,9451384324,0,852459003,65578041,786880962,388276,2256,386020,1,0,1,9451384324,0,787374726,726801416,60559580,55902705,4390337,4052791,134225,123925,135,125,1454137283,131129075,1464221054,121045304,1454137283,1454137283,0,131069861,10083400,120986461,59214,371,58843,1454137283,0,121129278,111809957,9300031,8585335,629320,580803,11232,10366
73282879488,22275324070,10342114716,1591094574,10342114780,9486129811,855984905,9551951287,790163429,9486129811,9486129811,0,855595175,65819209,789775966,389729,2267,387462,1,0,1,9486129811,0,790270950,729474889,60782305,56108311,4406876,4068068,134909,124573,135,125,1459482496,131612078,1469603197,121491377,1459482496,1459482496,0,131552620,10120330,121432290,59458,371,59087,1459482496,0,121575556,112222069,9333926,8616671,631832,583114,11306,10436
73551314944,22356918646,10379997918,1596922752,10379997976,9520877627,859120291,9586940602,793057316,9520877627,9520877627,0,858729046,66060701,792668345,391244,2274,388970,1,0,1,9520877627,0,793164749,732145790,61004997,56313808,4423623,4083474,135539,125145,138,128,1464828036,132094716,1474985821,121936931,1464828036,1464828036,0,132035025,10157411,121877614,59691,374,59317,1464828036,0,122021328,112633538,9367968,8648134,634355,585443,11374,10499
73819750400,22438513268,10417881175,1602750943,10417881150,9555623918,862257257,9621928160,795953015,9555623918,9555623918,0,861864556,66301956,795562600,392700,2286,390414,1,0,1,9555623918,0,796060433,734818587,61227330,56519147,4440419,4098942,136233,125793,141,131,1470173812,132577131,1480368406,122382537,1470173812,1470173812,0,132517210,10194218,122322992,59921,376,59545,1470173812,0,122466439,113044673,9402512,8680039,636818,587721,11441,10559
74088185856,22520107883,10455764460,1608579106,10455764317,9590372268,865392192,9656917768,798846692,9590372268,9590372268,0,864998108,66543211,798454897,394083,2289,391794,1,0,1,9590372268,0,798953709,737489007,61450082,56724796,4457266,4114543,136908,126418,143,133,1475520176,133058930,1485751529,122827577,1475520176,1475520176,0,132998755,10230974,122767781,60175,379,59796,1475520176,0,122911218,113455569,9436696,8711547,639333,590045,11508,10620
74356621312,22601702440,10493647733,1614407237,10493647470,9625117358,868530375,9691903998,801743735,9625117358,9625117358,0,868134879,66784342,801350537,395495,2298,393197,1,0,1,9625117358,0,801849785,740162455,61673143,56930723,4474207,4130167,137599,127057,145,135,1480865367,133541870,1491134059,123273178,1480865367,1480865367,0,133481487,10268312,123213175,60383,380,60003,1480865367,0,123357201,113867044,9470873,8743110,641840,592340,11573,10681
74625056768,22683296956,10531530884,1620235434,10531530638,9659866844,871664040,9726895149,804635735,9659866844,9659866844,0,871267094,67025997,804241097,396945,2308,394637,1,0,1,9659866844,0,804741947,742831441,61895728,57136165,4490934,4145619,138338,127736,147,136,1486211945,134023489,1496517693,123717741,1486211945,1486211945,0,133962883,10305367,123657516,60606,381,60225,1486211945,0,123802059,114277702,9504843,8774407,644344,594667,11637,10740
74893492224,22764891635,10569414017,1626063651,10569413967,9694612498,874801519,9761881928,807532089,9694612498,9694612498,0,874403188,67267114,807136074,398330,2316,396014,1,0,1,9694612498,0,807636774,745503685,62119410,57342616,4507848,4161278,139007,128358,149,137,1491558696,134504955,1501901364,124162287,1491558696,1491558696,0,134444126,10342286,124101840,60829,382,60447,1491558696,0,124246457,114688089,9539091,8805956,646867,596986,11711,10809
75161927680,22846486291,10607297239,1631891849,10607297203,9729356238,877941001,9796866874,810430365,9729356238,9729356238,0,877541293,67508312,810032981,399707,2324,397383,1,0,1,9729356238,0,810534296,748178701,62342479,57548335,4524706,4176839,139661,128967,151,139,1496904859,134986990,1507284995,124606854,1496904859,1496904859,0,134925952,10379752,124546200,61038,384,60654,1496904859,0,124691484,115098521,9573274,8837485,649406,599310,11788,10884
75430363136,22928080855,10645180424,1637720060,10645180371,9764107604,881072820,9831858662,813321762,9764107604,9764107604,0,880671676,67748726,812922950,401143,2332,398811,1,0,1,9764107604,0,813425426,750847918,62564462,57753144,4541298,4192157,140335,129588,155,143,1502249503,135470557,1512666873,125053187,1502249503,1502249503,0,135409270,10416984,124992286,61287,386,60901,1502249503,0,125137875,115510475,9607659,8869257,651883,601610,11853,10944
75698798592,23009675453,10683063749,1643548187,10683063517,9798856641,884207108,9866848287,816215462,9798856641,9798856641,0,883804518,67989307,815815211,402589,2339,400250,1,0,1,9798856641,0,816318146,753518575,62787131,57958649,4558103,4207656,140982,130187,156,144,1507596642,135951545,1518050865,125497322,1507596642,1507596642,0,135890047,10453836,125436211,61498,387,61111,1507596642,0,125581521,115920069,9642215,8901202,654387,603932,11924,11008
75967234048,23091270036,10720946920,1649376354,10720946762,9833603471,887343449,9901836516,819110404,9833603471,9833603471,0,886939452,68230701,818708751,403996,2344,401652,1,0,1,9833603471,0,819213273,756190840,63009519,58163847,4574868,4223136,141634,130782,158,146,1512941806,136434548,1523433281,125943073,1512941806,1512941806,0,136372853,10491088,125881765,61695,387,61308,1512941806,0,126027617,116331792,9676268,8932584,656986,606330,11982,11059
76235669504,23172864617,10758830084,1655204532,10758830001,9868349773,890480311,9936824246,822005838,9868349773,9868349773,0,890074861,68472120,821602741,405449,2353,403096,1,0,1,9868349773,0,822108036,758862943,63232741,58369643,4591583,4238568,142343,131441,158,146,1518287467,136917065,1528815740,126388792,1518287467,1518287467,0,136855123,10527884,126327239,61942,389,61553,1518287467,0,126472965,116743125,9710564,8964280,659544,608712,12050,11122
76504104960,23254459155,10796713308,1661032694,10796713153,9903094705,893618603,9971810150,824903158,9903094705,9903094705,0,893211677,68713080,824498597,406925,2365,404560,1,0,1,9903094705,0,825004335,761537005,63455808,58575403,4608326,4253952,143049,132090,159,147,1523633128,137399566,1534198439,126834255,1523633128,1523633128,0,137337395,10564921,126772474,62171,390,61781,1523633128,0,126918292,117154324,9744978,8995987,661997,610967,12128,11196
76772540416,23336053772,10834596476,1666860893,10834596403,9937840509,896755967,10006797119,827799357,9937840509,9937840509,0,896347599,68954235,827393364,408367,2375,405992,1,0,1,9937840509,0,827900339,764210234,63678110,58780770,4625276,4269513,143713,132698,161,149,1528979845,137881048,1539582324,127278569,1528979845,1528979845,0,137818664,10602087,127216577,62384,392,61992,1528979845,0,127362837,117564552,9779159,9027510,664466,613252,12202,11263
77040975872,23417648346,10872479554,1672689151,10872479641,9972587315,899892239,10041785309,830694245,9972587315,9972587315,0,899482456,69195610,830286846,409782,2384,407398,1,0,1,9972587315,0,830795793,766882808,63899912,58985497,4642223,4285079,144367,133313,161,149,1534325640,138363511,1544964865,127724286,1534325640,1534325640,0,138300918,10638831,127662087,62593,394,62199,1534325640,0,127808244,117975972,9813521,9059302,666889,615488,12264,11325
77309411328,23499243001,10910362830,1678517324,10910362847,10007335591,903027239,10076774370,833588460,10007335591,10007335591,0,902615973,69436389,833179584,411265,2390,408875,1,0,1,10007335591,0,833689662,769554505,64122108,59190418,4659035,4300611,145006,133900,162,150,1539670859,138846465,1550347078,128170246,1539670859,1539670859,0,138783648,10675823,128107825,62817,396,62421,1539670859,0,128254180,118387755,9847769,9090909,669353,617759,12346,11402
77577846784,23580837588,10948246023,1684345522,10948246043,10042082486,906163537,10111761619,836484404,10042082486,10042082486,0,905750804,69676729,836074075,412732,2404,410328,1,0,1,10042082486,0,836584212,772227156,64344926,59396124,4675811,4316120,145692,134524,163,151,1545016616,139328906,1555730028,128615494,1545016616,1545016616,0,139265863,10713014,128552849,63043,398,62645,1545016616,0,128699420,118798626,9882105,9122633,671936,620135,12402,11455
77846282240,23662432112,10986129253,1690173691,10986129168,10076830956,909298297,10146751261,839377992,10076830956,10076830956,0,908884095,69917890,838966205,414201,2415,411786,1,0,1,10076830956,0,839478381,774898228,64566744,59601067,4692428,4331598,146374,135157,168,155,1550362327,139811364,1561113105,129060586,1550362327,1550362327,0,139748127,10750380,128997747,63237,398,62839,1550362327,0,129144332,119209072,9916870,9154699,674467,622467,12458,11509
78114717696,23744026729,11024012460,1696001871,11024012398,10111578108,912434352,10181739205,842273255,10111578108,10111578108,0,912018677,70158669,841860008,415674,2428,413246,1,0,1,10111578108,0,842373062,777570543,64789186,59806448,4709271,4347145,146988,135715,170,157,1555708297,140293574,1566496115,129505756,1555708297,1555708297,0,140230094,10787417,129442677,63480,401,63079,1555708297,0,129589739,119620274,9950955,9186155,676885,624685,12515,11563
78383153152,23825621307,11061895676,1701830030,11061895601,10146323919,915571757,10216725270,845170406,10146323919,10146323919,0,915154608,70398911,844755697,417148,2440,414708,1,0,1,10146323919,0,845268947,780244683,65011889,60012073,4725898,4362421,147703,136362,171,158,1561055113,140774917,1571879821,129950209,1561055113,1561055113,0,140711223,10824307,129886916,63694,401,63293,1561055113,0,130034411,120030894,9984843,9217414,679384,626981,12585,11627
78651588608,23907215954,11099779018,1707658200,11099778736,10181069050,918709968,10251711174,848067844,10181069050,10181069050,0,918291356,70639674,847651682,418611,2450,416161,1,0,1,10181069050,0,848165632,782918934,65234540,60217782,4742598,4377789,148414,137018,172,159,1566401209,141256991,1577263024,130395176,1566401209,1566401209,0,141193081,10861413,130331668,63910,402,63508,1566401209,0,130479349,120441581,10019284,9249195,681803,629208,12645,11684
78920024064,23988810595,11137662200,1713486426,11137661969,10215816728,921845472,10286700888,850961312,10215816728,10215816728,0,921425434,70881701,850543733,420037,2459,417578,1,0,1,10215816728,0,851058552,785588487,65458031,60423906,4759566,4393508,149113,137673,172,159,1571747067,141739359,1582646079,130840347,1571747067,1571747067,0,141675211,10898610,130776601,64148,402,63746,1571747067,0,130924547,120852438,10053592,9280852,684356,631561,12716,11750
