boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
89657442304,27252594573,10219723053,6813148618,10219722902,5778611100,4441111953,7198123572,3021599481,5778611100,5778611100,0,4253654007,1400021248,2853632759,186817953,19473891,167344062,639845,17332,622513,148,1,147,5778611100,0,2836201883,1902734246,945311831,634158600,315049939,211358260,105032688,70463266,34998050,23476773,11666776,7825099,3865944,2592867,1209125,811128,279106,186663,36277,24298,2388,1559
89925877760,27334189287,10250321062,6833547275,10250320950,5795883104,4454437958,7219663253,3030657809,5795883104,5795883104,0,4266410327,1404228780,2862181547,187385716,19533979,167851737,641767,17389,624378,148,1,147,5795883104,0,2844704467,1908433322,948149972,636059335,315994089,211991188,105347368,70674201,35102845,23546954,11701776,7848641,3877841,2600854,1212972,813717,280133,187346,36458,24418,2406,1571
90194313216,27415783867,10280918969,6853945944,10280918954,5813156823,4467762146,7241203766,3039715203,5813156823,5813156823,0,4279167099,1408436113,2870730986,187951083,19593381,168357702,643816,17448,626368,148,1,147,5813156823,0,2853210450,1914133767,950985952,637959066,316936741,212623630,105662726,70885979,35207995,23617393,11736702,7872039,3889562,2608656,1216726,816259,281186,188065,36639,24549,2420,1583
90462748672,27497378517,10311516997,6874344608,10311516912,5830432252,4481084745,7262746651,3048770346,5830432252,5830432252,0,4291921102,1412644308,2879276794,188517606,19652586,168865020,645888,17504,628384,149,1,148,5830432252,0,2861711142,1919829607,953822826,639860002,317881392,213256417,105977807,71097322,35313101,23687896,11771763,7895406,3901138,2616369,1220450,818699,282222,188801,36821,24675,2440,1600
90731184128,27578973061,10342114936,6894743259,10342114866,5847704939,4494409997,7284286523,3057828413,5847704939,5847704939,0,4304678227,1416851566,2887826661,189083732,19712455,169371277,647889,17562,630327,149,1,148,5847704939,0,2870215503,1925528979,956660603,641761768,318824636,213888798,106292740,71308542,35418295,23758486,11806620,7918718,3912842,2624195,1224254,821266,283272,189502,37002,24794,2460,1613
90999619584,27660567701,10372712928,6915141869,10372712904,5864979487,4507733441,7305825912,3066887016,5864979487,5864979487,0,4317432991,1421056579,2896376412,189650339,19772236,169878103,649962,17609,632353,149,1,148,5864979487,0,2878716753,1931228310,959496693,643662019,319769819,214522445,106608315,71519935,35523514,23829079,11841327,7941991,3924634,2632106,1228064,823860,284243,190143,37148,24899,2481,1625
91268055040,27742162167,10403310899,6935540448,10403310820,5882253108,4521057791,7327368606,3075942293,5882253108,5882253108,0,4330190012,1425265931,2904924081,190215619,19831900,170383719,652011,17666,634345,149,1,148,5882253108,0,2887222330,1936927022,962332201,645562115,320714110,215154984,106923098,71730855,35628888,23899926,11876279,7965502,3936176,2639782,1231870,826435,285251,190812,37310,25015,2499,1633
91536490496,27823756860,10433908873,6955939210,10433908777,5899535112,4534373761,7348915406,3084993467,5899535112,5899535112,0,4342936707,1429471008,2913465699,190782958,19891562,170891396,653947,17723,636224,149,1,148,5899535112,0,2895718041,1942619923,965166936,647462159,321658484,215787587,107238700,71941895,35733544,23970383,11911077,7988868,3947910,2647634,1235758,829018,286284,191477,37459,25113,2514,1642
91804925952,27905351434,10464506853,6976337803,10464506778,5916804530,4547702323,7370450428,3094056425,5916804530,5916804530,0,4355695493,1433676575,2922018918,191350726,19951543,171399183,655955,17779,638176,149,1,148,5916804530,0,2904224975,1948323805,968003169,649362422,322602728,216420541,107553174,72152805,35838499,24040585,11946296,8012552,3959595,2655536,1239565,831603,287311,192167,37652,25250,2529,1652
92073361408,27986946089,10495104821,6996736519,10495104749,5934077574,4561027247,7391992369,3103112452,5934077574,5934077574,0,4368452172,1437885815,2930566357,191916990,20011143,171905847,657936,17836,640100,149,1,148,5934077574,0,2912729087,1954021340,970838364,651262937,323548797,217054177,107868367,72364047,35942802,24110418,11981331,8036049,3971282,2663346,1243403,834163,288351,192847,37840,25365,2548,1668
92341796864,28068540628,10525702738,7017135139,10525702751,5951348109,4574354629,7413532027,3112170711,5951348109,5951348109,0,4381211097,1442095340,2939115757,192483375,20070674,172412701,660008,17903,642105,149,1,148,5951348109,0,2921236998,1959723602,973673650,653162185,324494011,217687371,108182567,72574360,36047188,24180001,12016383,8059586,3983083,2671204,1247177,836685,289457,193582,38017,25499,2566,1682
92610232320,28150135326,10556300800,7037533766,10556300760,5968618750,4587682050,7435073004,3121227796,5968618750,5968618750,0,4393970003,1446306334,2947663669,193049891,20129968,172919923,662007,17951,644056,149,1,148,5968618750,0,2929741737,1965421852,976512247,655063650,325438837,218320251,108497062,72785352,36152056,24250087,12051098,8082857,3994730,2678832,1251038,839269,290437,194221,38183,25608,2578,1690
92878667776,28231729807,10586898737,7057932390,10586898680,5985899258,4600999479,7456617535,3130281202,5985899258,5985899258,0,4406718532,1450510203,2956208329,193616681,20190072,173426609,664116,18001,646115,150,1,149,5985899258,0,2938244434,1971120731,979344193,656961766,326382131,218952734,108810972,72995715,36256849,24320177,12086084,8106232,4006604,2686764,1254870,841886,291443,194891,38352,25728,2600,1705
93147103232,28313324488,10617496648,7078331105,10617496735,6003173892,4614322756,7478159113,3139337535,6003173892,6003173892,0,4419473841,1454717461,2964756380,194182503,20249703,173932800,666262,18056,648206,150,1,149,6003173892,0,2946747882,1976820039,982180077,658861495,327326173,219585934,109126390,73206779,36361759,24390339,12120889,8129657,4018393,2694602,1258637,844360,292482,195600,38532,25850,2627,1725
93415538688,28394919074,10648094641,7098729729,10648094704,6020445603,4627649038,7499700472,3148394169,6020445603,6020445603,0,4432230847,1458927067,2973303780,194749741,20309687,174440054,668300,18114,650186,150,1,149,6020445603,0,2955254922,1982519087,985013001,660759769,328271427,220219907,109441078,73417467,36467115,24460995,12155794,8153062,4030170,2702501,1262474,846976,293505,196300,38706,25970,2655,1746
93683974144,28476513590,10678692598,7119128391,10678692601,6037715441,4640977157,7521236802,3157455796,6037715441,6037715441,0,4444989370,1463133293,2981856077,195317235,20369877,174947358,670401,18190,652211,151,1,150,6037715441,0,2963761207,1988220687,987849965,662661652,329214369,220852121,109757012,73629219,36571690,24531156,12190856,8176584,4041980,2710366,1266204,849454,294512,196982,38911,26107,2664,1749
93952409600,28558108142,10709290547,7139527020,10709290575,6054988665,4654301882,7542775729,3166514818,6054988665,6054988665,0,4457745280,1467338727,2990406553,195883972,20430082,175453890,672479,18254,654225,151,1,150,6054988665,0,2972265486,1993921612,990686550,664562643,330158338,221484769,110071100,73839535,36676686,24601838,12225940,8200111,4053830,2718321,1270045,852068,295538,197671,39090,26231,2677,1754
94220845056,28639702757,10739888508,7159925707,10739888542,6072259656,4667628852,7564314273,3175574235,6072259656,6072259656,0,4470502930,1471546525,2998956405,196451285,20489788,175961497,674486,18303,656183,151,1,150,6072259656,0,2980770748,1999622003,993523948,666463548,331102223,222117616,110385747,74050359,36781678,24672172,12260810,8223593,4065375,2726026,1273844,854566,296598,198396,39259,26353,2700,1773
94489280512,28721297390,10770486483,7180324331,10770486576,6089533864,4680952619,7585855680,3184630803,6089533864,6089533864,0,4483258856,1475753433,3007505423,197017046,20550012,176467034,676566,18370,658196,151,1,150,6089533864,0,2989274483,2005321069,996359714,668364094,332046908,222750573,110700550,74261609,36886770,24742633,12295768,8246911,4077072,2733956,1277753,857201,297668,199116,39454,26479,2716,1782
94757715968,28802891970,10801084453,7200723010,10801084507,6106805160,4694279293,7607397291,3193687162,6106805160,6106805160,0,4496016111,1479963985,3016052126,197584402,20609717,176974685,678629,18428,660201,151,1,150,6106805160,0,2997778382,2011016902,999196925,670264759,332991274,223384279,111015714,74472968,36991482,24812893,12330887,8270508,4088833,2741875,1281562,859745,298680,199802,39633,26596,2739,1799
95026151424,28884486456,10831682357,7221121637,10831682462,6124079226,4707603131,7628938690,3202743667,6124079226,6124079226,0,4508770560,1484171577,3024598983,198151685,20669390,177482295,680733,18496,662237,153,1,152,6124079226,0,3006280714,2016714231,1002031298,672164617,333936947,224017842,111330548,74683609,37097016,24883779,12365839,8293834,4100545,2749737,1285368,862294,299723,200512,39809,26717,2753,1811
95294586880,28966081059,10862280355,7241520351,10862280353,6141352949,4720927406,7650479333,3211801022,6141352949,6141352949,0,4521526097,1488378010,3033148087,198718386,20729824,177988562,682770,18549,664221,153,1,152,6141352949,0,3014786028,2022415616,1004864079,674063031,334883324,224651181,111645405,74894779,37201665,24953949,12400558,8317103,4112257,2757668,1289201,864843,300818,201249,39984,26837,2778,1831
95563022336,29047675673,10892878385,7261918988,10892878300,6158625095,4734253290,7672018468,3220859917,6158625095,6158625095,0,4534282171,1492584986,3041697185,199286123,20789772,178496351,684843,18614,666229,153,1,152,6158625095,0,3023290953,2028116953,1007698723,675962088,335828307,225284104,111960187,75105391,37306773,25024559,12435540,8340560,4123848,2765363,1293017,867415,301856,201945,40175,26968,2792,1839
95831457792,29129270300,10923476397,7282317616,10923476287,6175901019,4747575378,7693559902,3229916495,6175901019,6175901019,0,4547034361,1496790427,3050243934,199853964,20849797,179004167,686899,18658,668241,154,1,153,6175901019,0,3031793879,2033815510,1010532680,677861698,336772442,225917547,112274911,75316239,37411480,25094370,12470478,8363910,4135616,2773168,1296782,869907,302930,202645,40354,27090,2809,1850
96099893248,29210864925,10954074387,7302716236,10954074302,6193176792,4760897595,7715104677,3238969710,6193176792,6193176792,0,4559788595,1501000041,3058788554,200419945,20909132,179510813,688900,18711,670189,155,1,154,6193176792,0,3040297274,2039512099,1013366041,679760818,337718496,226550960,112589353,75526746,37516524,25164504,12505512,8387361,4147478,2781195,1300596,872479,303956,203329,40537,27204,2828,1859
96368328704,29292459477,10984672309,7323114886,10984672282,6210442479,4774229830,7736639652,3248032657,6210442479,6210442479,0,4572551292,1505209705,3067341587,200987335,20968709,180018626,691047,18758,672289,156,1,155,6210442479,0,3048809157,2045215316,1016200184,681660335,338664066,227184987,112903925,75737984,37621514,25234912,12540362,8410729,4159156,2789119,1304375,875001,304992,204020,40709,27313,2852,1871
96636764160,29374054169,11015270294,7343513543,11015270332,6227720074,4787550220,7758184639,3257085655,6227720074,6227720074,0,4585302379,1509417224,3075885155,201554550,21028513,180526037,693135,18827,674308,156,1,155,6227720074,0,3057312682,2050913183,1019031303,683557041,339608811,227817923,113219216,75949158,37726386,25305249,12575134,8434082,4170920,2797013,1308140,877508,306021,204687,40895,27433,2871,1878
96905199616,29455648664,11045868223,7363912135,11045868306,6244990564,4800877659,7779722977,3266145246,6244990564,6244990564,0,4598060619,1513624985,3084435634,202121719,21088539,181033180,695165,18888,676277,156,1,155,6244990564,0,3065817317,2056613081,1021866098,685455534,340554860,228452915,113534831,76161017,37831601,25375621,12610290,8457706,4182589,2804855,1312042,880113,307038,205367,41064,27535,2889,1890
97173635072,29537243211,11076466186,7384310741,11076466284,6262263584,4814202602,7801263510,3275202676,6262263584,6262263584,0,4610816541,1517832613,3092983928,202688728,21148360,181540368,697176,18952,678224,157,1,156,6262263584,0,3074322686,2062312897,1024698435,687353379,341500764,229086881,113849959,76372163,37936905,25446359,12645405,8481321,4194373,2812707,1315829,882628,308038,206040,41235,27647,2912,1906
97442070528,29618837793,11107064185,7404709396,11107064212,6279537811,4827526374,7822806361,3284257824,6279537811,6279537811,0,4623572040,1522041695,3101530345,203254876,21207855,182047021,699300,18999,680301,158,1,157,6279537811,0,3082828900,2068013400,1027531526,689251238,342444547,229719145,114165594,76583022,38041787,25516500,12680480,8504806,4206148,2820655,1319608,885157,309087,206727,41438,27779,2925,1916
97710505984,29700432466,11137662202,7425107991,11137662273,6296808105,4840854097,7844345484,3293316718,6296808105,6296808105,0,4636330981,1526250474,3110080507,203821689,21267838,182553851,701269,19066,682203,158,1,157,6296808105,0,3091336398,2073713962,1030367265,691152118,343389093,230352389,114480234,76793611,38146551,25586639,12715381,8528216,4217868,2828480,1323490,887802,310120,207430,41643,27934,2938,1926
97978941440,29782026990,11168260055,7445506664,11168260271,6314077670,4854182385,7865884272,3302375783,6314077670,6314077670,0,4649090091,1530459680,3118630411,204388868,21327789,183061079,703268,19132,684136,158,1,157,6314077670,0,3099846016,2079415583,1033201123,693051673,344332894,230984923,114795156,77004677,38251545,25656998,12750366,8551647,4229678,2836381,1327344,890404,311174,208115,41836,28069,2959,1941
98247376896,29863621534,11198857993,7465905326,11198858215,6331351188,4867506805,7887425855,3311432138,6331351188,6331351188,0,4661845092,1534667879,3127177213,204956264,21387600,183568664,705291,19187,686104,158,1,157,6331351188,0,3108346900,2085111600,1036037988,694952378,345277872,231618272,115110640,77216291,38356514,25727359,12785414,8575251,4241434,2844185,1331174,892964,312170,208783,42014,28181,2972,1949
98515812352,29945216174,11229455985,7486304035,11229456154,6348622732,4880833253,7908964834,3320491151,6348622732,6348622732,0,4674602487,1538875600,3135726887,205523296,21447251,184076045,707311,19250,688061,159,1,158,6348622732,0,3116852918,2090812094,1038873277,696852866,346223242,232251728,115425238,77426966,38460791,25797144,12820434,8598705,4253091,2852039,1335139,895621,313167,209458,42198,28303,2992,1963
98784247808,30026810781,11260053995,7506702690,11260054096,6365895194,4894158801,7930506188,3329547807,6365895194,6365895194,0,4687358999,1543085001,3144273998,206090311,21506676,184583635,709332,19316,690016,159,1,158,6365895194,0,3125359442,2096511489,1041705913,698751184,347168033,232884615,115741045,77638472,38565966,25867753,12855266,8622006,4264765,2859784,1338970,898175,314189,210111,42392,28429,3018,1980
99052683264,30108405375,11290651945,7527101330,11290652100,6383169772,4907482173,7952050181,3338601764,6383169772,6383169772,0,4700113694,1547294772,3152818922,206657036,21566259,185090777,711282,19377,691905,161,1,160,6383169772,0,3133862650,2102208950,1044542329,700651041,348112014,233516514,116055305,77848959,38671121,25938072,12890102,8645541,4276634,2867809,1342789,900740,315163,210767,42552,28536,3035,1993
99321118720,30189999932,11321249919,7547499999,11321250014,6400439953,4920809966,7973590878,3347659041,6400439953,6400439953,0,4712870859,1551505341,3161365518,207225548,21626136,185599412,713396,19447,693949,163,1,162,6400439953,0,3142369871,2107907522,1047375657,702550772,349057097,234149129,116370160,78059735,38775992,26008270,12924897,8668792,4288579,2875848,1346572,903288,316228,211480,42753,28675,3053,2007
99589554176,30271594579,11351847910,7567898627,11351848042,6417710029,4934137881,7995126640,3356721270,6417710029,6417710029,0,4725629576,1555711343,3169918233,207792689,21685760,186106929,715452,19507,695945,164,1,163,6417710029,0,3150876328,2113609924,1050209633,704450712,350003005,234782693,116685754,78271284,38881161,26078770,12959584,8692063,4300379,2883869,1350435,905902,317288,212188,42942,28809,3067,2019
